#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     TITLE                           PSP FIELDS Fluxgate Magnetometer (MAG) data
#     PROJECT                         PSP
#     DISCIPLINE                      Solar Physics>Heliospheric Physics
#                                     Space Physics>Interplanetary Studies
#     SOURCE_NAME                     PSP_FLD>Parker Solar Probe FIELDS
#     DESCRIPTOR                      MAG_RTN_1min>Fluxgate Magnetometer data in RTN coordinates
#     DATA_TYPE                       L2>Level 2 Data
#     DATA_VERSION                    01
#     TEXT                            PSP FIELDS Fluxgate Magnetometer data. Time resolution varies with instrument                         
#                                      mode, ranging from 2.3-292.9 samples/sec, corresponding to 2-256 samples per                          
#                                      0.874 seconds (0.874 = 2^25 / 38.4 MHz, see reference [2]).                                           
#                                     The Magnetometer has 4 ranges - +/-1024, +/-4096, +/-16,384, +/-65,536 nT, selected                   
#                                      by the ranging algorithm, based on the ambient magnetic field. Precision is                           
#                                      +/- 15 bits, based on the 16-bit ADC.                                                                 
#                                     References:
#                                     1. Fox, N.J., Velli, M.C., Bale, S.D. et al. Space Sci Rev (2016) 204: 7. https://doi.org/10.1007/s112
#                                     2. Bale, S.D., Goetz, K., Harvey, P.R. et al. Space Sci Rev (2016) 204: 49.                           
#                                      https://doi.org/10.1007/s11214-016-0244-5                                                             
#     MODS                            Version 1
#     LOGICAL_FILE_ID                 psp_fld_l2_mag_RTN_1min_20190220_v01
#     LOGICAL_SOURCE                  psp_fld_l2_mag_RTN_1min
#     LOGICAL_SOURCE_DESCRIPTION      PSP FIELDS 1 minute cadence Fluxgate Magnetometer (MAG) data in RTN coordinates
#     PI_NAME                         Stuart D. Bale (bale@berkeley.edu)
#     PI_AFFILIATION                  UC Berkeley Space Sciences Laboratory
#     INSTRUMENT_TYPE                 Magnetic Fields (space)
#     MISSION_GROUP                   Parker Solar Probe (PSP)
#     PARENTS                         spp_fld_l1_mago_hk_20190220_v00.cdf
#                                     spp_fld_l1_mago_hk_20190221_v00.cdf, spp_fld_l1_mago_survey_20190220_v00.cdf
#                                     spp_fld_l1_mago_survey_20190221_v00.cdf
#     MAG_OFFSET_CALIBRATION_FILES    psp_mago_zeros_range0_2019_v03.dat
#     DEPENDENCIES                    None
#     FILE_NAMING_CONVENTION          source_datatype_descriptor_yyyyMMdd
#     SPASE_DATASETRESOURCEID         spase://NASA/NumericalData/ParkerSolarProbe/FIELDS/MAG/Level2/RTN/PT1M
#     GENERATED_BY                    PSP FIELDS SOC
#     RULES_OF_USE                    PSP/FIELDS Rules of the Road available at http://fields.ssl.berkeley.edu/rules/
#     GENERATION_DATE                 Tue Nov  5 21:37:36 2019
#     HTTP_LINK                       http://fields.ssl.berkeley.edu/data/
#     LINK_TEXT                       PSP/FIELDS SOC
#     LINK_TITLE                      Data Link
#     TIME_RESOLUTION                 1 minute
#     SVN_VERSION                     25679
#     CDAWEB_PARENTS                  psp_fld_l2_mag_rtn_1min_00000000_v01
#                                     psp_fld_l2_mag_rtn_1min_20220905_v02, psp_fld_l2_mag_rtn_1min_20220906_v02
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Time in TT2000 for 1 minute cadence MAG waveform data
#  2. Magnetic field in RTN coordinates (1 minute cadence)
#
#  
# Key Parameter and Survey data (labels K0,K1,K2) are preliminary browse data.
# Generated by CDAWeb on: Tue Apr  9 15:11:59 2024
EPOCH                                               B_R                         B_T                         B_N
05-09-2022 13:05:30.000.000                    -526.886                  -0.0981127                    -131.527
05-09-2022 13:06:30.000.000                    -516.227                    -21.6012                    -180.254
05-09-2022 13:07:30.000.000                    -512.104                     32.6957                    -191.036
05-09-2022 13:08:30.000.000                    -489.585                     127.450                    -209.136
05-09-2022 13:09:30.000.000                    -548.409                     36.8685                    -48.5254
05-09-2022 13:10:30.000.000                    -529.880                     102.069                     46.5035
05-09-2022 13:11:30.000.000                    -515.582                     131.933                     78.6911
05-09-2022 13:12:30.000.000                    -503.753                     123.410                     103.405
05-09-2022 13:13:30.000.000                    -509.331                     98.7421                     141.581
05-09-2022 13:14:30.000.000                    -496.399                     203.759                    -54.0995
05-09-2022 13:15:30.000.000                    -515.735                     117.273                     91.7219
05-09-2022 13:16:30.000.000                    -527.895                     40.0780                    -55.7252
05-09-2022 13:17:30.000.000                    -533.090                     83.9766                     11.1157
05-09-2022 13:18:30.000.000                    -523.423                     150.098                     49.0018
05-09-2022 13:19:30.000.000                    -538.812                     105.777                     12.7794
05-09-2022 13:20:30.000.000                    -518.025                     137.382                     60.3443
05-09-2022 13:21:30.000.000                    -526.043                    -18.5594                    -82.3381
05-09-2022 13:22:30.000.000                    -535.873                    -6.85931                    -82.2655
05-09-2022 13:23:30.000.000                    -510.578                    -88.9990                    -148.605
05-09-2022 13:24:30.000.000                    -510.267                    -114.774                    -102.768
05-09-2022 13:25:30.000.000                    -525.214                     111.949                    -90.9583
05-09-2022 13:26:30.000.000                    -537.636                     90.0074                    -22.7491
05-09-2022 13:27:30.000.000                    -546.651                     49.4402                    -10.9191
05-09-2022 13:28:30.000.000                    -539.605                     17.0109                     8.15898
05-09-2022 13:29:30.000.000                    -536.793                     47.3616                     5.14299
05-09-2022 13:30:30.000.000                    -515.470                    -20.5352                    -128.580
05-09-2022 13:31:30.000.000                    -460.048                     79.6269                     10.2210
05-09-2022 13:32:30.000.000                    -509.739                    -86.0038                    -91.0522
05-09-2022 13:33:30.000.000                    -534.301                     48.2276                    -36.7840
05-09-2022 13:34:30.000.000                    -543.843                     13.1557                     7.70880
05-09-2022 13:35:30.000.000                    -524.144                     36.4748                    -108.980
05-09-2022 13:36:30.000.000                    -455.743                     20.5014                    -289.195
05-09-2022 13:37:30.000.000                    -494.319                     87.7559                    -155.564
05-09-2022 13:38:30.000.000                    -456.344                     204.158                    -129.451
05-09-2022 13:39:30.000.000                    -495.670                    -51.3013                     50.3863
05-09-2022 13:40:30.000.000                    -532.028                     6.16826                     13.5417
05-09-2022 13:41:30.000.000                    -540.812                     30.8297                     11.8240
05-09-2022 13:42:30.000.000                    -531.140                     108.144                     59.3159
05-09-2022 13:43:30.000.000                    -508.006                     150.541                     9.11968
05-09-2022 13:44:30.000.000                    -516.378                     81.6382                     9.04294
05-09-2022 13:45:30.000.000                    -492.834                    -125.156                    -3.43862
05-09-2022 13:46:30.000.000                    -513.780                     16.6614                     63.8371
05-09-2022 13:47:30.000.000                    -475.819                     19.7644                    -184.662
05-09-2022 13:48:30.000.000                    -523.390                     32.2813                    -55.1802
05-09-2022 13:49:30.000.000                    -514.913                     71.2057                     64.8688
05-09-2022 13:50:30.000.000                    -500.102                     99.9681                     20.9661
05-09-2022 13:51:30.000.000                    -453.796                     276.235                     38.3086
05-09-2022 13:52:30.000.000                    -523.384                     49.6734                     87.9890
05-09-2022 13:53:30.000.000                    -529.221                     67.0326                     106.359
05-09-2022 13:54:30.000.000                    -529.424                     62.3283                     78.9499
05-09-2022 13:55:30.000.000                    -530.429                    -24.7450                     125.067
05-09-2022 13:56:30.000.000                    -531.165                     132.984                    -10.2077
05-09-2022 13:57:30.000.000                    -541.147                     71.4917                    -86.9766
05-09-2022 13:58:30.000.000                    -498.065                    -26.8757                    -97.4693
05-09-2022 13:59:30.000.000                    -492.015                    -79.6453                    -107.505
05-09-2022 14:00:30.000.000                    -550.083                     112.567                    -79.6414
05-09-2022 14:01:30.000.000                    -559.340                     62.0596                    -89.1704
05-09-2022 14:02:30.000.000                    -565.593                    -38.4608                    -8.56304
05-09-2022 14:03:30.000.000                    -574.508                     7.08175                    -3.35042
05-09-2022 14:04:30.000.000                    -577.438                     12.1867                    -26.4849
05-09-2022 14:05:30.000.000                    -571.598                     41.0736                    -70.0028
05-09-2022 14:06:30.000.000                    -570.330                     85.0358                    -52.4161
05-09-2022 14:07:30.000.000                    -572.797                     62.2374                    -16.3505
05-09-2022 14:08:30.000.000                    -572.715                     77.0423                    -28.0121
05-09-2022 14:09:30.000.000                    -551.898                     141.304                    -26.9568
05-09-2022 14:10:30.000.000                    -541.494                     145.073                     80.2054
05-09-2022 14:11:30.000.000                    -550.167                     128.245                    -117.410
05-09-2022 14:12:30.000.000                    -546.231                     188.498                    -56.0888
05-09-2022 14:13:30.000.000                    -546.112                     170.445                    -40.4869
05-09-2022 14:14:30.000.000                    -552.379                     171.376                    -68.2171
05-09-2022 14:15:30.000.000                    -568.970                     90.6313                    -71.0929
05-09-2022 14:16:30.000.000                    -552.468                     158.088                    -64.5591
05-09-2022 14:17:30.000.000                    -547.856                     171.903                    -12.6156
05-09-2022 14:18:30.000.000                    -542.960                     176.759                     6.68934
05-09-2022 14:19:30.000.000                    -548.880                     173.770                    -31.4893
05-09-2022 14:20:30.000.000                    -572.011                     99.9992                    -35.0900
05-09-2022 14:21:30.000.000                    -555.945                     149.997                    -69.1960
05-09-2022 14:22:30.000.000                    -536.179                     143.380                    -132.573
05-09-2022 14:23:30.000.000                    -560.057                    -8.16223                    -6.32935
05-09-2022 14:24:30.000.000                    -563.618                    -3.18490                     133.607
05-09-2022 14:25:30.000.000                    -557.602                    -35.7765                     131.177
05-09-2022 14:26:30.000.000                    -562.881                    -18.8017                     68.9371
05-09-2022 14:27:30.000.000                    -490.639                    -67.7720                    -256.183
05-09-2022 14:28:30.000.000                    -521.712                    -121.525                    -171.861
05-09-2022 14:29:30.000.000                    -556.091                    -104.030                    -55.9676
05-09-2022 14:30:30.000.000                    -566.891                     17.5467                    -70.8990
05-09-2022 14:31:30.000.000                    -564.807                    -2.15263                    -82.6347
05-09-2022 14:32:30.000.000                    -556.424                     37.9514                    -69.9870
05-09-2022 14:33:30.000.000                    -530.813                    -150.309                    -96.4000
05-09-2022 14:34:30.000.000                    -547.873                     11.0095                    -124.562
05-09-2022 14:35:30.000.000                    -559.608                     9.21326                    -86.4592
05-09-2022 14:36:30.000.000                    -555.682                     29.8905                    -110.587
05-09-2022 14:37:30.000.000                    -557.516                     14.0401                    -56.6899
05-09-2022 14:38:30.000.000                    -546.949                    -94.4626                    -77.5772
05-09-2022 14:39:30.000.000                    -552.675                    -77.6355                    -29.0970
05-09-2022 14:40:30.000.000                    -561.460                    -86.2967                     43.7478
05-09-2022 14:41:30.000.000                    -571.226                    -52.5482                    -9.59200
05-09-2022 14:42:30.000.000                    -571.422                    -21.9544                    -67.9581
05-09-2022 14:43:30.000.000                    -558.350                    -89.9604                    -77.2720
05-09-2022 14:44:30.000.000                    -560.324                    -95.3607                    -67.5541
05-09-2022 14:45:30.000.000                    -570.242                    -36.5116                    -77.0794
05-09-2022 14:46:30.000.000                    -532.707                    -160.137                    -121.572
05-09-2022 14:47:30.000.000                    -554.130                    -89.2964                    -110.769
05-09-2022 14:48:30.000.000                    -557.396                     71.9153                     36.0812
05-09-2022 14:49:30.000.000                    -553.532                     169.782                     41.2612
05-09-2022 14:50:30.000.000                    -549.883                     37.5905                    -135.035
05-09-2022 14:51:30.000.000                    -570.861                    -2.24417                    -57.8198
05-09-2022 14:52:30.000.000                    -573.932                     94.1711                    -47.7240
05-09-2022 14:53:30.000.000                    -566.235                     99.8685                     13.0859
05-09-2022 14:54:30.000.000                    -570.733                     118.820                     24.4449
05-09-2022 14:55:30.000.000                    -566.060                     57.8154                    -63.2628
05-09-2022 14:56:30.000.000                    -551.718                     20.1305                    -68.0670
05-09-2022 14:57:30.000.000                    -545.925                     11.1362                     156.280
05-09-2022 14:58:30.000.000                    -558.960                    -49.6888                    -81.1177
05-09-2022 14:59:30.000.000                    -558.901                    -91.1106                    -58.2142
05-09-2022 15:00:30.000.000                    -563.497                     14.6828                     21.7301
05-09-2022 15:01:30.000.000                    -533.319                     211.990                    -100.154
05-09-2022 15:02:30.000.000                    -552.075                     153.826                    -122.114
05-09-2022 15:03:30.000.000                    -572.980                     39.6127                    -65.6583
05-09-2022 15:04:30.000.000                    -560.034                     106.218                     38.1004
05-09-2022 15:05:30.000.000                    -540.879                     38.9325                     63.3549
05-09-2022 15:06:30.000.000                    -556.628                     114.569                     56.1792
05-09-2022 15:07:30.000.000                    -545.455                     196.510                     27.8551
05-09-2022 15:08:30.000.000                    -549.847                     206.219                    -37.3920
05-09-2022 15:09:30.000.000                    -570.757                     81.9386                     16.8983
05-09-2022 15:10:30.000.000                    -568.212                     113.834                    -42.7679
05-09-2022 15:11:30.000.000                    -558.383                     140.300                     29.6654
05-09-2022 15:12:30.000.000                    -547.681                     49.9470                     135.141
05-09-2022 15:13:30.000.000                    -517.763                     93.1421                     104.195
05-09-2022 15:14:30.000.000                    -547.996                    -100.003                    -143.116
05-09-2022 15:15:30.000.000                    -557.420                     35.8219                    -117.764
05-09-2022 15:16:30.000.000                    -565.536                     21.4399                     22.7671
05-09-2022 15:17:30.000.000                    -555.399                     51.8654                    -28.7769
05-09-2022 15:18:30.000.000                    -513.593                    -93.7302                    -161.528
05-09-2022 15:19:30.000.000                    -550.503                     26.6193                     107.601
05-09-2022 15:20:30.000.000                    -564.752                    -12.9401                     34.9073
05-09-2022 15:21:30.000.000                    -565.144                     93.2862                     30.4122
05-09-2022 15:22:30.000.000                    -546.915                     65.9433                     108.792
05-09-2022 15:23:30.000.000                    -557.492                     82.1860                     12.5519
05-09-2022 15:24:30.000.000                    -548.905                     141.625                     75.6426
05-09-2022 15:25:30.000.000                    -553.861                     116.078                     26.7710
05-09-2022 15:26:30.000.000                    -559.153                    -12.6716                     28.7181
05-09-2022 15:27:30.000.000                    -548.138                    -62.8667                    -33.1400
05-09-2022 15:28:30.000.000                    -549.505                     58.2441                     46.9892
05-09-2022 15:29:30.000.000                    -533.279                     123.330                    -65.8917
05-09-2022 15:30:30.000.000                    -528.703                     111.663                    -138.555
05-09-2022 15:31:30.000.000                    -540.661                    -6.88827                    -61.8620
05-09-2022 15:32:30.000.000                    -495.079                     20.7462                    -28.0044
05-09-2022 15:33:30.000.000                    -445.624                     148.245                     201.297
05-09-2022 15:34:30.000.000                    -525.150                     123.252                     141.989
05-09-2022 15:35:30.000.000                    -516.581                    -52.9997                     105.948
05-09-2022 15:36:30.000.000                    -495.417                     93.4409                    -161.287
05-09-2022 15:37:30.000.000                    -513.608                     141.345                     72.6996
05-09-2022 15:38:30.000.000                    -555.813                    0.111301                    -15.2169
05-09-2022 15:39:30.000.000                    -528.235                     135.411                    -44.5406
05-09-2022 15:40:30.000.000                    -460.712                    -90.2940                    -247.493
05-09-2022 15:41:30.000.000                    -523.481                    -83.9971                    -60.3065
05-09-2022 15:42:30.000.000                    -487.880                    -205.199                    -69.2008
05-09-2022 15:43:30.000.000                    -460.444                    -280.564                    -15.6833
05-09-2022 15:44:30.000.000                    -535.778                    -135.863                     82.5407
05-09-2022 15:45:30.000.000                    -525.165                    -16.4457                   -0.249521
05-09-2022 15:46:30.000.000                    -534.143                     49.3019                     62.0609
05-09-2022 15:47:30.000.000                    -528.704                    -75.4574                     84.5066
05-09-2022 15:48:30.000.000                    -546.662                    -81.9455                     61.0832
05-09-2022 15:49:30.000.000                    -517.852                     184.455                     69.8952
05-09-2022 15:50:30.000.000                    -550.047                    -84.4669                    -16.3767
05-09-2022 15:51:30.000.000                    -480.068                    -108.249                    -153.630
05-09-2022 15:52:30.000.000                    -398.907                    -226.000                    -257.907
05-09-2022 15:53:30.000.000                    -507.834                    -164.673                    -50.7538
05-09-2022 15:54:30.000.000                    -535.972                    -16.4184                     92.7461
05-09-2022 15:55:30.000.000                    -551.502                     120.416                    -28.0531
05-09-2022 15:56:30.000.000                    -546.790                     104.195                    -81.5695
05-09-2022 15:57:30.000.000                    -544.207                     125.821                     47.3799
05-09-2022 15:58:30.000.000                    -527.446                     146.268                     45.2653
05-09-2022 15:59:30.000.000                    -514.720                     150.397                    -28.6797
05-09-2022 16:00:30.000.000                    -553.236                    -73.4151                    -10.4518
05-09-2022 16:01:30.000.000                    -556.035                    -45.9908                     54.6691
05-09-2022 16:02:30.000.000                    -539.086                    -31.9586                     128.840
05-09-2022 16:03:30.000.000                    -535.857                     68.2204                     153.186
05-09-2022 16:04:30.000.000                    -568.656                     69.1675                    -18.3509
05-09-2022 16:05:30.000.000                    -548.684                    -76.2614                     20.8793
05-09-2022 16:06:30.000.000                    -494.789                     2.09608                     181.177
05-09-2022 16:07:30.000.000                    -483.880                    -61.9772                     176.350
05-09-2022 16:08:30.000.000                    -503.081                     98.2179                     190.509
05-09-2022 16:09:30.000.000                    -515.581                     103.052                     4.93375
05-09-2022 16:10:30.000.000                    -536.977                     145.221                    -48.8437
05-09-2022 16:11:30.000.000                    -547.183                     102.815                     4.32893
05-09-2022 16:12:30.000.000                    -565.304                     38.3405                     23.2906
05-09-2022 16:13:30.000.000                    -532.137                    -63.5899                    -57.6239
05-09-2022 16:14:30.000.000                    -510.323                     228.582                    -120.511
05-09-2022 16:15:30.000.000                    -500.927                     166.183                    -185.724
05-09-2022 16:16:30.000.000                    -552.251                     93.5891                     1.53397
05-09-2022 16:17:30.000.000                    -465.379                     149.237                    -214.894
05-09-2022 16:18:30.000.000                    -562.729                     106.826                    -17.4341
05-09-2022 16:19:30.000.000                    -560.814                     2.87729                    -29.6831
05-09-2022 16:20:30.000.000                    -570.251                     42.8621                    -10.6292
05-09-2022 16:21:30.000.000                    -530.574                     184.611                    -123.463
05-09-2022 16:22:30.000.000                    -564.304                     107.684                    -78.2292
05-09-2022 16:23:30.000.000                    -556.733                     61.6304                    -84.3430
05-09-2022 16:24:30.000.000                    -564.173                     84.9748                     24.8148
05-09-2022 16:25:30.000.000                    -558.215                     15.0540                     95.1478
05-09-2022 16:26:30.000.000                    -402.005                    -114.256                     146.740
05-09-2022 16:27:30.000.000                    -485.650                    -171.013                     67.4895
05-09-2022 16:28:30.000.000                    -517.001                    -101.915                     221.100
05-09-2022 16:29:30.000.000                    -483.388                     46.0852                     84.0558
05-09-2022 16:30:30.000.000                    -444.213                    -224.759                     181.766
05-09-2022 16:31:30.000.000                    -552.015                    -74.6609                     18.3347
05-09-2022 16:32:30.000.000                    -556.256                    -43.4612                    -15.9352
05-09-2022 16:33:30.000.000                    -534.683                    -149.994                    -70.7769
05-09-2022 16:34:30.000.000                    -452.007                     38.2587                     165.374
05-09-2022 16:35:30.000.000                    -560.000                     97.7027                     41.0875
05-09-2022 16:36:30.000.000                    -519.522                     93.5052                    -83.6120
05-09-2022 16:37:30.000.000                    -566.946                     88.8575                     79.3492
05-09-2022 16:38:30.000.000                    -553.618                     171.294                     22.3550
05-09-2022 16:39:30.000.000                    -558.449                     152.578                    -63.1732
05-09-2022 16:40:30.000.000                    -543.868                     122.607                    -118.484
05-09-2022 16:41:30.000.000                    -540.930                     156.844                     59.5029
05-09-2022 16:42:30.000.000                    -531.502                     54.8241                    -207.195
05-09-2022 16:43:30.000.000                    -560.939                     21.7757                    -128.780
05-09-2022 16:44:30.000.000                    -561.466                     114.260                    -104.191
05-09-2022 16:45:30.000.000                    -538.253                     210.545                    -109.612
05-09-2022 16:46:30.000.000                    -554.256                     138.136                    -173.356
05-09-2022 16:47:30.000.000                    -556.096                    -127.549                    -138.553
05-09-2022 16:48:30.000.000                    -576.128                     7.67996                    -51.1159
05-09-2022 16:49:30.000.000                    -564.450                     21.7165                     58.4745
05-09-2022 16:50:30.000.000                    -556.510                     20.6494                    -73.3268
05-09-2022 16:51:30.000.000                    -489.038                     275.789                    -195.983
05-09-2022 16:52:30.000.000                    -584.567                     2.03162                    -71.6072
05-09-2022 16:53:30.000.000                    -541.024                     100.966                    -176.898
05-09-2022 16:54:30.000.000                    -493.756                    -72.9096                    -192.375
